Value,Count,Clip_OutRaster_LC20_BPS_220_tif,Clip_OutRaster_LC22_EVT_230_tif,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
11055,7.000000000000000,905,7052,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271,-9999,79,61,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11056,11.000000000000000,979,9018,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11057,146.000000000000000,897,7126,11150_21_22,Inter-Mountain Basins Juniper Savanna,Conifer,355,212,123,64,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
11058,46.000000000000000,884,7011,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Rocky Mountain Aspen Forest and Woodland,Hardwood
11059,53.000000000000000,897,7080,11150_21_22,Inter-Mountain Basins Juniper Savanna,Conifer,355,212,123,64,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11060,3.000000000000000,881,7145,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
11061,4.000000000000000,1234,7967,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Western Cool Temperate Pasture and Hayland,Agricultural
11062,3.000000000000000,891,7964,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Western Cool Temperate Row Crop,Agricultural
11063,7.000000000000000,979,7081,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
11064,6.000000000000000,979,9001,10620_16_23,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,246,137,228,64,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated
11065,11.000000000000000,970,7062,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11066,6.000000000000000,1005,7296,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Developed-Low Intensity,Developed-Low Intensity
11067,1.000000000000000,1236,7103,11230_10_18,Columbia Plateau Steppe and Grassland,Grassland,50,-9999,-9999,50,Great Basin Semi-Desert Chaparral,Shrubland
11068,2.000000000000000,974,7921,10550_16_23_24,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,214,7242,-9999,208,Western Cool Temperate Developed Evergreen Forest,Developed
11069,13.000000000000000,898,9001,11260_22,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,86,-9999,-9999,86,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated
11070,180.000000000000000,884,7965,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Western Cool Temperate Close Grown Crop,Agricultural
11071,3.000000000000000,891,7923,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Western Cool Temperate Developed Shrubland,Developed
11072,6.000000000000000,881,7127,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
11073,8.000000000000000,891,9309,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
11074,2.000000000000000,972,9001,10520_16_23_24,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,180,89,74,33,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated
11075,7.000000000000000,884,7963,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11076,5.000000000000000,881,9336,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
11077,72.000000000000000,884,9011,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,North American Arid West Emergent Marsh,Riparian
11078,1.000000000000000,1005,7061,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
11079,4.000000000000000,906,7965,11620_22,Western Great Plains Floodplain Systems,Riparian,571,125,-9999,103,Western Cool Temperate Close Grown Crop,Agricultural
11080,17.000000000000000,891,9329,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Western North American Ruderal Wet Shrubland,Riparian
11081,2.000000000000000,981,7125,10700_16,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,227,-9999,-9999,227,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
11082,5.000000000000000,881,9519,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11083,1.000000000000000,981,7146,10700_16,Rocky Mountain Alpine Dwarf-Shrubland,Shrubland,227,-9999,-9999,227,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
11084,1.000000000000000,905,7056,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271,-9999,79,61,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
11085,23.000000000000000,2707,7968,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Western Cool Temperate Wheat,Agricultural
11086,1.000000000000000,990,7297,11071_16,Rocky Mountain Gambel Oak-Mixed Montane Shrubland -Continuous,Shrubland,57,162,-9999,42,Developed-Medium Intensity,Developed-Medium Intensity
11087,8.000000000000000,897,9828,11150_21_22,Inter-Mountain Basins Juniper Savanna,Conifer,355,212,123,64,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
11088,283.000000000000000,884,7126,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
11089,36.000000000000000,879,7016,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Colorado Plateau Pinyon-Juniper Woodland,Conifer
11090,124.000000000000000,884,7080,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11091,3.000000000000000,1005,7968,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Western Cool Temperate Wheat,Agricultural
11092,33.000000000000000,997,7296,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Developed-Low Intensity,Developed-Low Intensity
11093,1160.000000000000000,892,9519,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11094,43.000000000000000,884,9309,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
11095,14.000000000000000,879,7146,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
11096,7.000000000000000,884,7146,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
11097,42.000000000000000,884,9828,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
11098,81.000000000000000,891,7062,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11099,13.000000000000000,897,9309,11150_21_22,Inter-Mountain Basins Juniper Savanna,Conifer,355,212,123,64,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
11100,1.000000000000000,1005,7297,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Developed-Medium Intensity,Developed-Medium Intensity
11101,5.000000000000000,975,9018,10560_16_23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,217,6998,-9999,210,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11102,13.000000000000000,997,7297,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Developed-Medium Intensity,Developed-Medium Intensity
11103,3.000000000000000,997,9018,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11104,2.000000000000000,997,7964,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Row Crop,Agricultural
11105,4.000000000000000,882,7086,10500_22,Rocky Mountain Lodgepole Pine Forest,Conifer,169,-9999,-9999,169,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
11106,1.000000000000000,970,9308,10500_16_23_28,Rocky Mountain Lodgepole Pine Forest,Conifer,152,-9999,640,123,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
11107,4.000000000000000,1234,7903,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Western Cool Temperate Urban Herbaceous,Developed
11108,10.000000000000000,986,7123,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Columbia Plateau Steppe and Grassland,Grassland
11109,2.000000000000000,897,7146,11150_21_22,Inter-Mountain Basins Juniper Savanna,Conifer,355,212,123,64,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
11110,11.000000000000000,997,7900,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Urban Deciduous Forest,Developed
11111,15.000000000000000,884,7086,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
11112,27.000000000000000,879,9011,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,North American Arid West Emergent Marsh,Riparian
11113,1.000000000000000,967,7056,10160_16_23_24_25,Colorado Plateau Pinyon-Juniper Woodland,Conifer,435,195,2265,127,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
11114,2.000000000000000,977,9328,10611_16_23_24,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland-Low Elevation,Hardwood-Conifer,43,13,-9999,10,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
11115,13.000000000000000,881,7016,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Colorado Plateau Pinyon-Juniper Woodland,Conifer
11116,2.000000000000000,881,7055,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
11117,18.000000000000000,881,7061,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
11118,14.000000000000000,905,9018,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271,-9999,79,61,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11119,1.000000000000000,973,7051,10540_16_23_24,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,280,226,20,17,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11120,19.000000000000000,907,7051,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,207,53,138,32,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11121,18.000000000000000,997,7123,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Columbia Plateau Steppe and Grassland,Grassland
11122,4.000000000000000,997,7923,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Developed Shrubland,Developed
11123,12098.000000000000000,892,7126,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
11124,1.000000000000000,1234,9307,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
11125,4.000000000000000,892,7012,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11126,661.000000000000000,892,7049,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
11127,221.000000000000000,892,7062,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11128,1834.000000000000000,892,9309,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
11129,68.000000000000000,892,9828,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
11130,2.000000000000000,997,7901,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Urban Evergreen Forest,Developed
11131,1.000000000000000,892,7051,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11132,3.000000000000000,997,7922,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Developed Mixed Forest,Developed
11133,13.000000000000000,884,7296,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Developed-Low Intensity,Developed-Low Intensity
11134,42.000000000000000,997,9308,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
11135,40.000000000000000,883,9019,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,90,77,14,11,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
11136,531.000000000000000,884,9519,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
11137,27.000000000000000,891,7901,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Western Cool Temperate Urban Evergreen Forest,Developed
11138,91.000000000000000,879,7904,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Western Cool Temperate Urban Shrubland,Developed
11139,4.000000000000000,881,7923,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Western Cool Temperate Developed Shrubland,Developed
11140,29.000000000000000,881,7299,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Developed-Roads,Developed-Roads
11141,16936.000000000000000,892,7125,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
11142,137.000000000000000,892,7153,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Greasewood Flat,Shrubland
11143,9122.000000000000000,892,7080,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11144,133.000000000000000,892,9017,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
11145,297.000000000000000,891,9008,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Inter-Mountain Basins Playa,Sparsely Vegetated
11146,5193.000000000000000,892,7967,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Western Cool Temperate Pasture and Hayland,Agricultural
11147,2008.000000000000000,892,7966,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Western Cool Temperate Fallow/Idle Cropland,Agricultural
11148,1203.000000000000000,892,7963,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11149,25.000000000000000,879,7296,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Developed-Low Intensity,Developed-Low Intensity
11150,34.000000000000000,988,7080,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
11151,8.000000000000000,898,7055,11260_22,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,86,-9999,-9999,86,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
11152,4.000000000000000,907,7062,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,207,53,138,32,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11153,1152.000000000000000,892,7968,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Western Cool Temperate Wheat,Agricultural
11154,5.000000000000000,907,7055,11660_22,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Conifer,207,53,138,32,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
11155,45.000000000000000,898,7061,11260_22,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,86,-9999,-9999,86,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
11156,3.000000000000000,1241,7921,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,Western Cool Temperate Developed Evergreen Forest,Developed
11157,1265.000000000000000,892,7127,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
11158,1.000000000000000,1241,7103,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,Great Basin Semi-Desert Chaparral,Shrubland
11159,13.000000000000000,879,9328,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
11160,522.000000000000000,892,9011,10802_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,Shrubland,98,-9999,-9999,98,North American Arid West Emergent Marsh,Riparian
11161,4.000000000000000,997,9307,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
11162,43.000000000000000,881,7062,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,216,-9999,-9999,216,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11163,9.000000000000000,879,7923,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Western Cool Temperate Developed Shrubland,Developed
11164,1.000000000000000,991,7052,11072_16,Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,Shrubland,153,51,-9999,39,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11165,1.000000000000000,991,9307,11072_16,Rocky Mountain Gambel Oak-Mixed Montane Shrubland-Patchy,Shrubland,153,51,-9999,39,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
11166,2.000000000000000,1230,9011,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,North American Arid West Emergent Marsh,Riparian
11167,7.000000000000000,905,7061,11590_22,Rocky Mountain Montane Riparian Systems,Riparian,271,-9999,79,61,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood
11168,2.000000000000000,879,7963,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
11169,1.000000000000000,1241,9011,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,North American Arid West Emergent Marsh,Riparian
11170,3.000000000000000,879,7055,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
11171,38.000000000000000,884,9017,10540_22,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,165,49,19,13,Rocky Mountain Alpine-Montane Wet Meadow,Riparian
11172,4.000000000000000,1241,7922,11350_7_8_9_10_12_17_18,Inter-Mountain Basins Semi-Desert Grassland,Grassland,81,-9999,-9999,81,Western Cool Temperate Developed Mixed Forest,Developed
11173,2.000000000000000,988,7127,11020_13_15_16_23_24,Colorado Plateau Pinyon-Juniper Shrubland,Conifer,333,222,127,65,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
11174,2.000000000000000,880,9018,10160_22,Colorado Plateau Pinyon-Juniper Woodland,Conifer,458,215,3310,140,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11175,10.000000000000000,879,7062,10110_22,Rocky Mountain Aspen Forest and Woodland,Hardwood,163,-9999,-9999,163,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
11176,4.000000000000000,891,7922,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Western Cool Temperate Developed Mixed Forest,Developed
11177,61.000000000000000,891,9018,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
11178,1.000000000000000,2707,7115,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Inter-Mountain Basins Juniper Savanna,Conifer
11179,1.000000000000000,997,7902,11270_16_23_24_25,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,105,-9999,-9999,105,Western Cool Temperate Urban Mixed Forest,Developed
11180,1.000000000000000,1001,9022,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20,-9999,21,10,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian
11181,8.000000000000000,1103,7900,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Urban Deciduous Forest,Developed
11182,2.000000000000000,2711,7056,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland-Upland,Shrubland,120,-9999,-9999,120,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer
11183,59.000000000000000,1088,7012,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,288,149,238,69,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11184,21.000000000000000,1094,7012,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,102,28,-9999,22,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11185,37.000000000000000,1102,7107,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117,-9999,-9999,117,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
11186,6.000000000000000,1103,7901,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49,-9999,-9999,49,Western Cool Temperate Urban Evergreen Forest,Developed
11187,1.000000000000000,1005,7020,11600_16,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271,-9999,80,61,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer
11188,4.000000000000000,1104,7051,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
11189,35.000000000000000,1104,7012,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,225,-9999,-9999,225,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
11190,3.000000000000000,891,9006,10801_21_22_28,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,Shrubland,72,-9999,-9999,72,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
11191,1.000000000000000,1098,7019,11070_17,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland,153,52,-9999,39,Great Basin Pinyon-Juniper Woodland,Conifer
